name,address,category,overall_rating,review_count,website,google_maps_url,lat,lng,author,review_rating,review_text,relative_time,date_retrieved,calculated_date,review_id
Kyuukei Coffee | Gillman Outpost,"47 Malan Rd, #01-23, Singapore 109444",Cafe,4.9,63,"https://www.google.com/viewer/chooseprovider?mid=/g/11xp059lf4&g2lbs=AIBNGdVnrynHQoNyLP4_9G-MwjZkCW3J9HKu5-BLTN9lwmTQ77VSuOT28XYoau0uyG-Pc3Jlth_3FMb4wonqxhaT_oS5uBcnrKrNzt_LiF4a7TDdTzDfwVs%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZSmLadqlMKbhseMPpfrBqQI&ei=ZSmLadqlMKbhseMPpfrBqQI&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Kyuukei+Coffee+%7C+Gillman+Outpost/data=!4m7!3m6!1s0x31da1b002849ef5f:0xfd303445a62dcf6!8m2!3d1.275079!4d103.804459!16s%2Fg%2F11xp059lf4!19sChIJX-9JKAAb2jER9txiWkQD0w8?authuser=0&hl=en&rclk=1,1.275079,103.804459,是无名,5,"Hideout! Great and friendly for cyclist and motorcyclist. Of course for public transport a little challenging for the venue. Car, park nearby and enjoy.

Nice coffee and great owners' personality. They rented the place from the triumph motor and so you get to enjoy the bikes and vespa around. Pretty cool.

Maybe it's still new, pastries and bites are a little limited for now. But certainly great coffee.",6 months ago,2026-02-10,2025-08-14 20:50:05.710677,Ci9DQUlRQUNvZENodHljRjlvT2tkNk5HTlFjazB3ZW5CdVoxazFUUzFRUTNKcmJXYxAB
Kyuukei Coffee | Gillman Outpost,"47 Malan Rd, #01-23, Singapore 109444",Cafe,4.9,63,"https://www.google.com/viewer/chooseprovider?mid=/g/11xp059lf4&g2lbs=AIBNGdVnrynHQoNyLP4_9G-MwjZkCW3J9HKu5-BLTN9lwmTQ77VSuOT28XYoau0uyG-Pc3Jlth_3FMb4wonqxhaT_oS5uBcnrKrNzt_LiF4a7TDdTzDfwVs%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZSmLadqlMKbhseMPpfrBqQI&ei=ZSmLadqlMKbhseMPpfrBqQI&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Kyuukei+Coffee+%7C+Gillman+Outpost/data=!4m7!3m6!1s0x31da1b002849ef5f:0xfd303445a62dcf6!8m2!3d1.275079!4d103.804459!16s%2Fg%2F11xp059lf4!19sChIJX-9JKAAb2jER9txiWkQD0w8?authuser=0&hl=en&rclk=1,1.275079,103.804459,LAM CHUAN,5,"Love the coffee. Always something new to surprise me. Crew are super friendly. Takes a while to get your coffee especially when the gym mob just finished their session, but absolutely worth the wait. Lovely atmosphere, surrounded by some fine two wheeled machines of desire.",a month ago,2026-02-10,2026-01-11 20:50:05.710899,Ci9DQUlRQUNvZENodHljRjlvT2xwRVFUUmlZamM0VFdkdU1GRXliVlZqYVZGWmRXYxAB
Kyuukei Coffee | Gillman Outpost,"47 Malan Rd, #01-23, Singapore 109444",Cafe,4.9,63,"https://www.google.com/viewer/chooseprovider?mid=/g/11xp059lf4&g2lbs=AIBNGdVnrynHQoNyLP4_9G-MwjZkCW3J9HKu5-BLTN9lwmTQ77VSuOT28XYoau0uyG-Pc3Jlth_3FMb4wonqxhaT_oS5uBcnrKrNzt_LiF4a7TDdTzDfwVs%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZSmLadqlMKbhseMPpfrBqQI&ei=ZSmLadqlMKbhseMPpfrBqQI&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Kyuukei+Coffee+%7C+Gillman+Outpost/data=!4m7!3m6!1s0x31da1b002849ef5f:0xfd303445a62dcf6!8m2!3d1.275079!4d103.804459!16s%2Fg%2F11xp059lf4!19sChIJX-9JKAAb2jER9txiWkQD0w8?authuser=0&hl=en&rclk=1,1.275079,103.804459,Lovely Putri,5,"A hidden gem. Cozy interior, great drinks, and friendly staff. Feels like a soft reset kind of place. Highly recommend and shoutout to Eugene, the barista, who did a really great job👍🏻",2 months ago,2026-02-10,2025-12-12 20:50:05.710912,Ci9DQUlRQUNvZENodHljRjlvT2xWUGFXNXJSRkV6ZHkxNFkzVnlaVGRpYzFsVmQzYxAB
Kyuukei Coffee | Gillman Outpost,"47 Malan Rd, #01-23, Singapore 109444",Cafe,4.9,63,"https://www.google.com/viewer/chooseprovider?mid=/g/11xp059lf4&g2lbs=AIBNGdVnrynHQoNyLP4_9G-MwjZkCW3J9HKu5-BLTN9lwmTQ77VSuOT28XYoau0uyG-Pc3Jlth_3FMb4wonqxhaT_oS5uBcnrKrNzt_LiF4a7TDdTzDfwVs%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZSmLadqlMKbhseMPpfrBqQI&ei=ZSmLadqlMKbhseMPpfrBqQI&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Kyuukei+Coffee+%7C+Gillman+Outpost/data=!4m7!3m6!1s0x31da1b002849ef5f:0xfd303445a62dcf6!8m2!3d1.275079!4d103.804459!16s%2Fg%2F11xp059lf4!19sChIJX-9JKAAb2jER9txiWkQD0w8?authuser=0&hl=en&rclk=1,1.275079,103.804459,Julian Chow,5,"Came across this place on a weekend. Will return on weekdays when it's open to review.

Nice service, tried an iced latte on a hot afternoon.  The staff provided a small mug of iced water unprompted, which is really thoughtful.

They also serve curry rice for lunch. Hopefully they'll do well and thrive here.",Edited 5 months ago,2026-02-10,2025-09-13 20:50:05.710919,Ci9DQUlRQUNvZENodHljRjlvT25JMU9VWkRiMUZOWTBOZlRUTk5VR2RHU0V0cFVXYxAB
Kyuukei Coffee | Gillman Outpost,"47 Malan Rd, #01-23, Singapore 109444",Cafe,4.9,63,"https://www.google.com/viewer/chooseprovider?mid=/g/11xp059lf4&g2lbs=AIBNGdVnrynHQoNyLP4_9G-MwjZkCW3J9HKu5-BLTN9lwmTQ77VSuOT28XYoau0uyG-Pc3Jlth_3FMb4wonqxhaT_oS5uBcnrKrNzt_LiF4a7TDdTzDfwVs%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZSmLadqlMKbhseMPpfrBqQI&ei=ZSmLadqlMKbhseMPpfrBqQI&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Kyuukei+Coffee+%7C+Gillman+Outpost/data=!4m7!3m6!1s0x31da1b002849ef5f:0xfd303445a62dcf6!8m2!3d1.275079!4d103.804459!16s%2Fg%2F11xp059lf4!19sChIJX-9JKAAb2jER9txiWkQD0w8?authuser=0&hl=en&rclk=1,1.275079,103.804459,Kah Wang Tan,4,"Located in the middle of Gilman Barracks and I didn’t know it’s a bike shop where they sell bikes and accessories. Limited seatings both inside and outside the place.

Got the long black and I like the hinge of fruitiness in it and suitable for those who don’t like your black coffee being too sweet.",2 months ago,2026-02-10,2025-12-12 20:50:05.710927,Ci9DQUlRQUNvZENodHljRjlvT2s1YVZWWjVXazVaYzA1VWNVUllORlJ6VURORmEwRRAB
Starbucks - Westgate,"3 Gateway Dr, #02-04/04A Westgate, Singapore 608532",Cafe,4.0,763,"https://www.google.com/viewer/chooseprovider?mid=/g/11c5g_ksw6&g2lbs=AIBNGdVFOzrNhVeAm0Jt26gNC5PGQDl5lM1OMmvM29u6EdGhweiV6CoMA3nD2U_WAcq5r2ac3BoO2CiCMkN0IK90UJ0jeoHnCK6DmwrCss9nKvjgq4DD0lo%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cSmLaaiYC6aVseMPssH3EA&ei=cSmLaaiYC6aVseMPssH3EA&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks+-+Westgate/data=!4m7!3m6!1s0x31da100fa3110bd9:0xef537aa4e2c429da!8m2!3d1.333644!4d103.7425115!16s%2Fg%2F11c5g_ksw6!19sChIJ2QsRow8Q2jER2inE4qR6U-8?authuser=0&hl=en&rclk=1,1.333644,103.7425115,Jacky Tan,1,"I ordered 3 slices of cakes to eat in. But only one hour dining. What a service! So crude. Keep on chasing customers away.

For those can’t find seats, next time come earlier. Or just wait for seats.

A group of aunties doing knitting for an hour above still there and no one is chasing them. The staff is not doing their work properly. Disgrace.",3 months ago,2026-02-10,2025-11-12 20:50:05.710938,Ci9DQUlRQUNvZENodHljRjlvT2sxMk9YSTRUbTFXYm5aaFF6Y3RiRmh1WmxoaVpHYxAB
Starbucks - Westgate,"3 Gateway Dr, #02-04/04A Westgate, Singapore 608532",Cafe,4.0,763,"https://www.google.com/viewer/chooseprovider?mid=/g/11c5g_ksw6&g2lbs=AIBNGdVFOzrNhVeAm0Jt26gNC5PGQDl5lM1OMmvM29u6EdGhweiV6CoMA3nD2U_WAcq5r2ac3BoO2CiCMkN0IK90UJ0jeoHnCK6DmwrCss9nKvjgq4DD0lo%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cSmLaaiYC6aVseMPssH3EA&ei=cSmLaaiYC6aVseMPssH3EA&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks+-+Westgate/data=!4m7!3m6!1s0x31da100fa3110bd9:0xef537aa4e2c429da!8m2!3d1.333644!4d103.7425115!16s%2Fg%2F11c5g_ksw6!19sChIJ2QsRow8Q2jER2inE4qR6U-8?authuser=0&hl=en&rclk=1,1.333644,103.7425115,Ricky Seah,5,"Second time here but I'm very pleased with the shift manager and service staffs Maloy, Ayed, Azlin, Siti and Faraz who are very courtesy, friendly and helpful in every ways of assisting us in our ordering and recommendation. For sure I go for my creamy chicken foldovers in all Starbucks as this is my favourite and my family and friends also like it very much.",6 months ago,2026-02-10,2025-08-14 20:50:05.710945,Ci9DQUlRQUNvZENodHljRjlvT21Gd1dWSmZjWFp5TFhac1ZHaE9VV2gxVW1FNGJHYxAB
Starbucks - Westgate,"3 Gateway Dr, #02-04/04A Westgate, Singapore 608532",Cafe,4.0,763,"https://www.google.com/viewer/chooseprovider?mid=/g/11c5g_ksw6&g2lbs=AIBNGdVFOzrNhVeAm0Jt26gNC5PGQDl5lM1OMmvM29u6EdGhweiV6CoMA3nD2U_WAcq5r2ac3BoO2CiCMkN0IK90UJ0jeoHnCK6DmwrCss9nKvjgq4DD0lo%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cSmLaaiYC6aVseMPssH3EA&ei=cSmLaaiYC6aVseMPssH3EA&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks+-+Westgate/data=!4m7!3m6!1s0x31da100fa3110bd9:0xef537aa4e2c429da!8m2!3d1.333644!4d103.7425115!16s%2Fg%2F11c5g_ksw6!19sChIJ2QsRow8Q2jER2inE4qR6U-8?authuser=0&hl=en&rclk=1,1.333644,103.7425115,Jerlves Lee,5,"I would really like to apologise & a big thank you to the Starbucks team at Westgate.

I accidentally spilled over my coffee and created a mess for the team to mop the floor.
And to my surprise,  they offer me another coffee for me which I have kindly rejected them.

Kudos to Westgate Starbucks team for going the extra miles which its really hard to see more of the extended service beyond which this is me,  customer at fault.

Once again
Thank you every team members of Westgate Starbucks",2 months ago,2026-02-10,2025-12-12 20:50:05.710952,Ci9DQUlRQUNvZENodHljRjlvT2xaUlNrTXplVE41TkhBM2EwdEZORVZCV0VNek4zYxAB
Starbucks - Westgate,"3 Gateway Dr, #02-04/04A Westgate, Singapore 608532",Cafe,4.0,763,"https://www.google.com/viewer/chooseprovider?mid=/g/11c5g_ksw6&g2lbs=AIBNGdVFOzrNhVeAm0Jt26gNC5PGQDl5lM1OMmvM29u6EdGhweiV6CoMA3nD2U_WAcq5r2ac3BoO2CiCMkN0IK90UJ0jeoHnCK6DmwrCss9nKvjgq4DD0lo%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cSmLaaiYC6aVseMPssH3EA&ei=cSmLaaiYC6aVseMPssH3EA&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks+-+Westgate/data=!4m7!3m6!1s0x31da100fa3110bd9:0xef537aa4e2c429da!8m2!3d1.333644!4d103.7425115!16s%2Fg%2F11c5g_ksw6!19sChIJ2QsRow8Q2jER2inE4qR6U-8?authuser=0&hl=en&rclk=1,1.333644,103.7425115,Florence Leow,5,"🟢 Starbucks
3 Gateway Drive
#02-04, Westgate mall
Singapore 608532

🟢 Location ➡️This Starbucks cafe is located on Level 2 of the Westgate mall.

🟢 Nearest train station ➖️ Jurong East MRT station. ● Westgate mall is connected to Jurong East Station via sheltered walkways.

🔵 Decor
************
🔵This Starbucks at Westgate mall features a modern and spacious interior with warm wooden accents and a mix of seating options.

🔵  There is a variety of seating, including wooden tables and chairs & some sofa lounge-style seating. ◼️ The decor includes a checkered floor pattern, wooden slatted ceiling features & several framed pictures hanging on the back wall.

🟫 Drinks
************
🟨 My friend and I ordered two Hot Cafe Lattes and I requested for a single shot of espresso for each mug. The result was a creamy, mild and delicious cafe latte with just a tinge of slight bitterness.

🟤 Service = 🟤 The staff were pleasant and efficient.",2 weeks ago,2026-02-10,2026-01-27 20:50:05.710958,Ci9DQUlRQUNvZENodHljRjlvT2xsTVVXRkZibTFMWmpCNVVsRlFabXR5TTJSMWNuYxAB
Starbucks - Westgate,"3 Gateway Dr, #02-04/04A Westgate, Singapore 608532",Cafe,4.0,763,"https://www.google.com/viewer/chooseprovider?mid=/g/11c5g_ksw6&g2lbs=AIBNGdVFOzrNhVeAm0Jt26gNC5PGQDl5lM1OMmvM29u6EdGhweiV6CoMA3nD2U_WAcq5r2ac3BoO2CiCMkN0IK90UJ0jeoHnCK6DmwrCss9nKvjgq4DD0lo%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cSmLaaiYC6aVseMPssH3EA&ei=cSmLaaiYC6aVseMPssH3EA&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks+-+Westgate/data=!4m7!3m6!1s0x31da100fa3110bd9:0xef537aa4e2c429da!8m2!3d1.333644!4d103.7425115!16s%2Fg%2F11c5g_ksw6!19sChIJ2QsRow8Q2jER2inE4qR6U-8?authuser=0&hl=en&rclk=1,1.333644,103.7425115,Inseparable Food,5,"Food and drinks tasted good! Place is big, many seats. Good place to go to chill, talk and eat.",2 months ago,2026-02-10,2025-12-12 20:50:05.710965,Ci9DQUlRQUNvZENodHljRjlvT210NVdXZzBRbGxzYVdwVk5XdGZZMDlIYWtOVlZuYxAB
